employee_id,first_name,last_name,gender,email,phone_number,department,designation,salary,city,state,country,joining_date,employment_status,manager_id,experience_years,performance_rating,bonus_percentage,created_date
2062,vasatika,Khatri!@#,,,XXXXXXXXXX,legal,Lead,,Bareilly,karnataka,,,Terminated,99999999,4.5,3,29.82,
1250,Mohini!@#,Parmar!@#,M,mohini.parmar@company.co.in,XXXXXXXXXX,,,2385565,PIMPRI-CHINCHWAD,,IND,2011-01-02,ACTIVE,,3.4,9,26.44,
9069,CHAITANYA,Dutta!@#,OTHER,,+918514580174,,Senior Manager,999999999,Ramgarh,Mizoram,India,2022/05/10,INACTIVE,99999999,0.1,1,1.57,2099-01-01
2627,Ansh!@#,  Srinivasan  ,OTHER,not-an-email,+919703101714,OPERATIONS,VP,,SURENDRANAGAR DUDHREJ,haryana,INDIA,01-01-1900,Terminated,-1,23.4,2,1.64,
9497,Dev,BADAMI,,dev.badami@company.com,+91 8693795818,Marketing,Senior Analyst123,,Kamarhati,,India,2022/05/10,ACTIVE,,9.9,NULL,27.03,29/03/2024
1662,  Ekapad  ,Singh!@#,female,ekapad.singh@company.com,+1-297-5660,operations,Senior Manager,958347,,west bengal,INDIA,2026-11-27,,NULL,14.4,5.0,20.14,09/03/2025
8418,  Frederick  ,gera,Unknown,not-an-email,XXXXXXXXXX,SALES,Intern,861612,,rajasthan,IN,31-13-2023,Terminated,,4.7,5.0,2.09,2099-01-01
7811,  Banjeet  ,DIXIT,male,DUPLICATE@company.com,XXXXXXXXXX,  Sales,Lead123,,,Telangana,INDIA,2022/05/10,,2221,23.7,1,20.8,05/08/2024
3632,lakshit,  Dey  ,M,lakshit_dey@company,,product,Director123,2463078,Shimla,Kerala,Bharat,2022/05/10,Inactive,99999999,4.3,4,17.37,2099-01-01
1930,arunima,bedi,male,Arunima@,+919078296373,,Director,2456343,KADAPA,West Bengal,INDIA,01-01-1900,ACTIVE,NULL,8.8,5,28.84,26/04/2022
2148,BHAVIKA,murthy,Female,bhavika_murthy@company,123456,PRODUCT,Director,0,,tamil nadu,  india  ,2022/05/10,,-1,15.5,1,6.28,2099-01-01
9945,VRINDA,sabharwal,OTHER,Vrinda@,123456,ENGINEERING,LEAD,2092698,,meghalaya,  india  ,01-01-1900,,-1,,,19.36,
6471,warhi,Sridhar,OTHER,Warhi@,,it,,2758820,SIWAN,Himachal Pradesh,  india  ,2022/05/10,On Leave,,12.5,9,4.89,
8462,Aarav,Srinivasan!@#,male,DUPLICATE@company.com,XXXXXXXXXX,data,ANALYST,2170536,Thoothukudi,Maharashtra,IND,01-01-1900,ACTIVE,NULL,20.1,5,9.47,16/02/2024
2554,MAHIKA,MANNE,Male,mahika.manne@company.com,123456,  Finance,,999999999,Farrukhabad,,INDIA,31-13-2023,Terminated,9401,18.7,1,11.38,04/04/2022
1562,Hredhaan!@#,bose,M,DUPLICATE@company.com,+919044777374,,,1957682,MEDININAGAR,tamil nadu,India ,2007-02-11,Inactive,,0.1,3,26.61,2099-01-01
3633,Balvan!@#,ACHARYA,male,,+919475540440,HR,Consultant123,-21681,GUNTUR,,India,31-13-2023,Active,,21.5,2,-5,22/10/2023
10544,Urvi!@#,DANI,,urvi.dani@company.com,+91 7376510264,IT,Senior Analyst,2528237,Rajahmundry,Uttar Pradesh,India ,2007-12-19,ACTIVE,NULL,11.3,9,19.97,22/06/2022
10686,AARUSH,  Reddy  ,Male,,9846522087,,,1887502,,,,31-13-2023,,,10.1,5.0,11.29,05/09/2023
5578,  Baljiwan  ,venkatesh,F,Baljiwan@,+919827676599,,DIRECTOR,791904,,Manipur,,2026-11-18,,4601,1.5,7,105,
5221,Frado!@#,tandon,Male,frado.tandon@company.co.in,+91 6478597944,Operations,Manager123,1969665,Burhanpur,,,2019-07-07,active,10441,0.0,5,15.85,2023-01-01
3988,Yachana,karan,Female,,+91 7771281236,  Finance,Lead123,999999999,Bathinda,Jharkhand,INDIA,2027-02-16,Active,-1,14.4,,14.08,2099-01-01
1263,tarak,Viswanathan,OTHER,tarak.viswanathan@company.co.in,,IT,LEAD,351213,,,India ,,active,1262,13.5,2,4.59,
9939,  Ansh  ,Andra,Female,,XXXXXXXXXX,,,-43110,,Rajasthan,,2017-10-07,ACTIVE,,3.8,3,1.97,2025-05-17
6220,tanay,Oza,Female,  tanay@company.com  ,9878807713,,Intern,410449,,,india,,ACTIVE,NULL,5.9,3,2.57,2022-03-24
7511,Ekanta,KONDA,Female,not-an-email,,  Sales,Senior Analyst123,509632,,,,01-01-1900,INACTIVE,7370,5.6,2,4.67,21/10/2023
9889,Gunbir!@#,DHAR,female,  gunbir@company.com  ,,,Manager123,-47021,,Madhya Pradesh,India,2026-06-30,Inactive,6989,7.0,4,12.28,14/05/2022
9050,  Yahvi  ,Ramesh!@#,OTHER,,+918533154378,finance,LEAD,2812739,Pune,Telangana,India,2026-12-23,Terminated,99999999,14.0,1,23.2,
2606,  Jasmit  ,kaur,OTHER,not-an-email,XXXXXXXXXX,marketing,LEAD,1467097,Mysore,uttar pradesh,India,2000-02-04,active,-1,12.2,9,1.65,2099-01-01
10710,  Leela  ,hayre,M,Leela@,9858535261,  Finance,VP123,-8694,,Bihar,India,2026-09-20,ACTIVE,NULL,2.6,4,22.88,
10308,Yauvani!@#,Kara!@#,M,yauvani.kara@company.com,+91 8108105709,,,0,BIDHANNAGAR,West Bengal,INDIA,2020-01-05,,,19.9,,17.28,23/11/2024
4087,Anusha!@#,,OTHER,not-an-email,123456,MARKETING,VP123,0,GANDHIDHAM,Haryana,,2022/05/10,On Leave,4324,13.0,9,17.3,26/04/2024
8460,Chaaya!@#,gopal,male,chaaya_gopal@company,XXXXXXXXXX,,Analyst123,-49241,,uttarakhand,INDIA,2012-01-18,Active,,9.3,,19.08,
6505,udyati,Das,OTHER,  udyati@company.com  ,123456,,Intern123,-19884,YAMUNANAGAR,,,2026-08-25,Active,,24.9,2,21.13,2099-01-01
5279,Jacob!@#,Walla,Male,DUPLICATE@company.com,123456,,DIRECTOR,2838445,Bhalswa Jahangir Pur,,India,2027-02-25,On Leave,3309,20.0,9,16.97,
1812,Brijesh,Prakash!@#,Female,brijesh.prakash@company.com,+91 7054270291,data,Consultant123,0,KADAPA,Arunachal Pradesh,India,,ACTIVE,,9.4,4,5.57,2099-01-01
6253,Geetika,Purohit,OTHER,geetika.purohit@company.com,+91 8256081364,marketing,CONSULTANT,-47136,,sikkim,India,31-13-2023,ACTIVE,NULL,15.4,4,24.69,21/11/2022
9980,Gaurang!@#,Pillay!@#,F,Gaurang@,,Marketing,,1277000,MATHURA,,INDIA,31-13-2023,INACTIVE,NULL,4.3,3,21.42,2024-07-17
8249,Fiyaz!@#,nadkarni,MALE,fiyaz_nadkarni@company,+1-207-3015,product,Senior Analyst123,1596750,Uluberia,meghalaya,IND,2002-05-25,,9648,24.0,NULL,105,2021-08-06
6858,Ekaraj,DANI,Unknown,  ekaraj@company.com  ,+91 8624367994,operations,Manager,-23548,,Uttarakhand,  india  ,2019-12-03,Active,NULL,21.7,4,9.44,2024-01-01
1575,sachi,KIBE,F,sachi.kibe@company.co.in,,Engineering,Analyst,-44417,Amravati,bihar,India,2019-11-26,ACTIVE,1081,20.6,1,19.76,2099-01-01
8480,Urvi!@#,Raval!@#,M,urvi.raval@company.com,123456,  Legal,Intern,-49222,Aurangabad,Assam,Bharat,2022/05/10,On Leave,,21.6,7,12.09,2021-08-31
1744,thomas,,female,thomas_issac@company,123456,ENGINEERING,Director,2781694,AHMEDNAGAR,Madhya Pradesh,IN,2022/05/10,ACTIVE,,14.4,7,3.59,22/02/2023
3359,Sarthak,  Chander  ,,,XXXXXXXXXX,  Legal,VP,348922,,Maharashtra,India,31-13-2023,Active,NULL,14.1,9,11.52,
9791,Niharika,  Chanda  ,female,,+91 7668638165,  Finance,Director,-2393,Bidhannagar,Maharashtra,,,Active,7652,0.1,1,0.53,2021-10-31
1453,Manan,Tata!@#,,DUPLICATE@company.com,+1-921-1342,IT,VP123,2973337,CHINSURAH,,IND,01-01-1900,INACTIVE,-1,,,3.6,29/09/2021
6437,Frederick!@#,NAGI,F,frederick.nagi@company.co.in,+1-332-5658,marketing,Analyst,1359151,NAGPUR,karnataka,India ,31-13-2023,Terminated,NULL,0.1,7,28.37,2099-01-01
7137,Nidhi,Mangat!@#,MALE,  nidhi@company.com  ,XXXXXXXXXX,SALES,Analyst123,1366218,NELLORE,Uttarakhand,India,2021-05-24,On Leave,NULL,24.0,1,105,2023-11-28
5386,WATIKA,VENKATARAMAN,,watika.venkataraman@company.com,XXXXXXXXXX,OPERATIONS,,0,SAGAR,Kerala,India ,2026-09-03,Active,NULL,11.0,5,5.94,2024-02-05
8927,Hemangini!@#,  Bajwa  ,Unknown,,9832108776,  IT,VP,,Jalna,Nagaland,IND,2027-03-05,INACTIVE,-1,0.8,2,29.32,
8632,Vansha!@#,Master!@#,Unknown,  vansha@company.com  ,XXXXXXXXXX,engineering,Associate,999999999,NANDYAL,sikkim,INDIA,2022/05/10,Active,99999999,6.9,5,28.27,
8811,NITARA,Bobal,M,  nitara@company.com  ,9854770076,  Product,Associate123,999999999,Vellore,manipur,IND,2019-03-01,active,99999999,3.6,1,10.05,
1652,Widisha!@#,PAU,Unknown,Widisha@,+91 9486892616,Data,Analyst123,1985472,Bally,odisha,india,,Inactive,NULL,8.5,1,-5,20/03/2024
7943,  Veda  ,  Rai  ,Male,veda.rai@company.co.in,+1-416-5050,,Intern123,-37195,Jorhat,jharkhand,India,2022/05/10,,99999999,15.0,7,8.8,20/05/2023
10739,Ira!@#,  Brahmbhatt  ,F,DUPLICATE@company.com,123456,Data,,0,North Dumdum,sikkim,IND,2006-11-29,,99999999,4.5,3,4.92,
3788,Chandani!@#,,female,chandani_bhatt@company,123456,marketing,INTERN,0,PANVEL,maharashtra,IND,,Active,,11.1,2,16.42,2099-01-01
3749,Onveer!@#,chowdhury,OTHER,onveer_chowdhury@company,+1-858-5701,HR,Director,2234678,,Meghalaya,india,2007-09-17,ACTIVE,NULL,8.6,2,21.47,29/07/2023
9837,Pushti!@#,  Som  ,MALE,not-an-email,123456,Operations,Lead,0,Nellore,rajasthan,IND,31-13-2023,active,99999999,24.7,4,,2024-05-30
3626,  Gaurang  ,Kakar,MALE,gaurang.kakar@company.com,+917727207043,LEGAL,VP,0,ONGOLE,,India,2022/05/10,Terminated,,0.2,2,1.42,2099-01-01
10820,vansha,madan,Unknown,vansha.madan@company.com,+916014109974,  Data,SENIOR MANAGER,769530,,,,2027-03-24,,99999999,12.9,4,27.33,11/02/2023
3970,gaurang,Barad,Female,gaurang_barad@company,123456,  Product,SENIOR ANALYST,670661,,Tripura,,2027-04-29,Terminated,NULL,5.8,2,19.47,17/08/2021
8084,ANAY,Jayaraman!@#,male,anay_jayaraman@company,,Product,Lead123,1028273,SHAHJAHANPUR,bihar,IND,01-01-1900,Terminated,99999999,3.9,7,17.94,
5101,Kevin,Sethi!@#,MALE,  kevin@company.com  ,+919554236466,,CONSULTANT,-12425,NAGAON,,,2011-06-23,Inactive,-1,24.1,2,23.61,
1771,Harshil,Andra!@#,Male,harshil_andra@company,+91 7189493381,hr,,455811,Mira-Bhayandar,,india,2022/05/10,ACTIVE,NULL,9.7,9,1.94,
6314,hritik,ganesan,,DUPLICATE@company.com,9813400255,  HR,,2009762,MALDA,goa,India,2022/05/10,ACTIVE,-1,24.4,5.0,2.11,2099-01-01
9221,  Onveer  ,RATTAN,Unknown,,+1-450-8894,,,0,GWALIOR,Manipur,,01-01-1900,Terminated,NULL,17.7,5,14.27,
10924,  Sanaya  ,,female,sanaya.malhotra@company.co.in,+1-163-3546,  HR,INTERN,2629479,Mumbai,,IND,2026-06-01,,,9.4,2,8.06,
1064,JANAKI,Sura!@#,male,janaki_sura@company,,,,363668,Ghaziabad,bihar,,2013-04-24,,,,5.0,15.24,
8978,  Manbir  ,chopra,female,manbir.chopra@company.com,XXXXXXXXXX,finance,Senior Manager123,,Bhavnagar,mizoram,INDIA,01-01-1900,,NULL,7.6,9,14.13,2023-08-23
6108,  Champak  ,Borde,OTHER,champak.borde@company.com,+1-864-8071,Sales,VP123,580341,,,,2027-05-20,ACTIVE,NULL,13.1,9,28.7,27/10/2024
4088,Bachittar!@#,Mittal!@#,female,DUPLICATE@company.com,+91 7427646211,,SENIOR ANALYST,0,Solapur,Arunachal Pradesh,,2027-03-06,ACTIVE,99999999,7.3,9,20.71,25/08/2021
9379,VYANJANA,  Baria  ,Unknown,vyanjana.baria@company.com,+1-396-1321,LEGAL,,2508061,Baranagar,gujarat,,2027-03-15,,,19.5,3,24.39,
4641,ikshita,bora,male,  ikshita@company.com  ,+91 7418880578,,INTERN,1924712,Jhansi,Andhra Pradesh,India,2027-04-24,INACTIVE,-1,7.3,1,28.19,
5339,KAVYA,Shetty!@#,,DUPLICATE@company.com,,IT,SENIOR ANALYST,2822777,Chittoor,,INDIA,2022/05/10,active,-1,9.3,5.0,1.58,2025-03-06
9814,qadim,Chaudhari,male,,+1-854-9656,  Marketing,Analyst123,-38448,VISAKHAPATNAM,,,,INACTIVE,99999999,7.6,5.0,0.72,18/03/2024
5552,ZAID,  Swamy  ,Female,Zaid@,+91 7389645726,data,,1469528,South Dumdum,,india,31-13-2023,active,-1,12.0,,16.95,28/01/2023
6620,Udant!@#,SODHI,,  udant@company.com  ,+1-351-3030,Finance,ANALYST,2182546,Jodhpur,,,,Inactive,99999999,6.3,3,4.89,2099-01-01
1020,LAJITA,Thaker,F,not-an-email,+918970455653,product,Lead123,1326882,AMBATTUR,,india,01-01-1900,,-1,0.0,2,10.75,08/09/2023
8998,TANVEER,bhatnagar,OTHER,not-an-email,+91 7301573677,  HR,,1461005,,,India,2026-11-07,INACTIVE,NULL,9.8,2,3.58,
2567,Charita!@#,Soman,Male,charita_soman@company,9833707331,operations,INTERN,-1599,Ghaziabad,,IND,31-13-2023,Active,NULL,7.2,9,19.58,08/02/2022
2916,tripti,  Konda  ,M,,+1-225-6132,data,,2074840,Kozhikode,tamil nadu,IND,2022/05/10,Terminated,,1.0,4,,2099-01-01
3922,  Dalbir  ,Vohra!@#,OTHER,dalbir.vohra@company.co.in,,legal,Intern,-19438,Bhavnagar,mizoram,IN,01-01-1900,,,3.9,3,-5,03/01/2024
2967,  Krishna  ,SANGHA,M,krishna.sangha@company.com,123456,SALES,Manager123,999999999,SURAT,punjab,INDIA,,Inactive,,15.9,1,21.03,2099-01-01
8398,Vaishnavi!@#,Padmanabhan,OTHER,vaishnavi.padmanabhan@company.com,,hr,VP123,999999999,Ranchi,,India,2006-02-16,active,NULL,16.0,4,10.29,
2228,  Ayaan  ,PRASHAD,OTHER,ayaan.prashad@company.com,+91 8842719692,  Operations,,1216559,Bathinda,,IND,2026-05-31,Inactive,99999999,16.8,5,8.08,02/09/2022
4512,reyansh,  Dua  ,male,reyansh.dua@company.com,,operations,Senior Manager,2280438,,rajasthan,IND,2013-01-18,Terminated,,14.9,3,26.76,
2257,  Pushti  ,Pillay!@#,M,,XXXXXXXXXX,,MANAGER,2826490,,Andhra Pradesh,INDIA,01-01-1900,active,99999999,,,10.93,2099-01-01
9787,BANJEET,Dar,female,DUPLICATE@company.com,9878416141,IT,Consultant,999999999,,assam,India,,ACTIVE,7623,23.0,1,15.88,08/06/2024
4113,Jhalak!@#,,F,not-an-email,XXXXXXXXXX,  Operations,VP123,999999999,Suryapet,tamil nadu,india,31-13-2023,On Leave,NULL,3.9,9,22.39,2021-11-18
5167,Chakrika,Jaggi!@#,F,not-an-email,+919542033326,it,Director,724638,,Rajasthan,  india  ,01-01-1900,Active,2980,0.5,3,7.79,2023-02-21
5464,Ayaan!@#,  Kalla  ,M,ayaan.kalla@company.co.in,123456,,,,THANJAVUR,Odisha,Bharat,31-13-2023,INACTIVE,,4.5,4,19.47,2024-04-21
9413,ADVAY,CHOUDHURY,OTHER,advay_choudhury@company,XXXXXXXXXX,PRODUCT,Senior Manager,999999999,LUDHIANA,,,31-13-2023,Terminated,99999999,17.1,9,22.53,2024-11-26
6575,bhavna,  Trivedi  ,OTHER,,+91 7205908644,,Manager,1293619,SRI GANGANAGAR,jharkhand,INDIA,31-13-2023,Inactive,9903,16.6,1,-5,2023-10-19
9223,Vidhi,NANDA,Female,DUPLICATE@company.com,+1-885-7401,,,999999999,,,INDIA,01-01-1900,Terminated,-1,0.6,1,14.13,2099-01-01
8463,MICHAEL,Mammen,MALE,Michael@,123456,,,980462,,,,31-13-2023,Terminated,NULL,23.3,5.0,25.0,
2327,Onveer!@#,  Ganguly  ,,  onveer@company.com  ,123456,Engineering,Lead123,1184239,Morbi,,,01-01-1900,Terminated,,0.1,1,28.59,2099-01-01
6845,vedika,DATTA,Unknown,vedika.datta@company.com,123456,  Product,Manager123,1840715,Karawal Nagar,,IN,2015-09-30,INACTIVE,-1,20.0,5,11.65,15/06/2021
10563,QABIL,MODI,,qabil.modi@company.co.in,+91 9866762881,marketing,SENIOR ANALYST,2054143,Motihari,Kerala,India ,2022/05/10,INACTIVE,-1,11.1,5,15.5,03/02/2024
8150,  Adweta  ,Salvi,female,Adweta@,9872627810,operations,Senior Analyst123,999999999,KUMBAKONAM,meghalaya,india,2027-02-01,active,-1,22.2,3,18.21,20/07/2023
8664,AMOL,RAJ,MALE,  amol@company.com  ,123456,Engineering,,,GANDHIDHAM,manipur,india,2026-08-11,Active,-1,24.4,5,19.7,26/06/2023
5125,Rayaan,  Doshi  ,F,Rayaan@,+1-892-5771,MARKETING,VP,2122042,,manipur,india,2022/05/10,Active,4163,10.5,5,10.84,2025-11-07
7861,Yatin,krish,female,yatin.krish@company.co.in,+1-809-9557,  Sales,SENIOR ANALYST,,,Goa,india,2022/05/10,On Leave,99999999,5.4,NULL,8.22,2099-01-01
2728,fariq,Krishna,F,,+918506977265,hr,Analyst,,JEHANABAD,Meghalaya,  india  ,31-13-2023,On Leave,,7.2,NULL,18.08,05/08/2024
7114,Nilima,Dugal!@#,OTHER,Nilima@,+1-362-2708,hr,,999999999,Unnao,,,2022/05/10,active,-1,23.1,5.0,2.89,
9908,jhalak,  Bora  ,female,,123456,Finance,,2143904,,,,2022/05/10,ACTIVE,,11.5,,20.63,
1616,  Omya  ,Swamy,M,not-an-email,+917232387756,  Finance,Manager,999999999,Jalna,,INDIA,01-01-1900,active,-1,1.2,2,7.05,2099-01-01
1144,  Yashodhara  ,Babu!@#,F,yashodhara_babu@company,123456,FINANCE,,,Orai,assam,INDIA,2022/05/10,Inactive,-1,14.5,NULL,19.62,2022-12-09
2154,VEDHIKA,KAUR,,,,Sales,ASSOCIATE,-36249,MEDININAGAR,sikkim,India,31-13-2023,Inactive,99999999,24.9,2,25.01,10/04/2025
4820,Finn!@#,saini,OTHER,  finn@company.com  ,9870755739,SALES,Consultant123,1643212,Jhansi,haryana,India,,Active,99999999,0.8,2,7.35,2022-08-23
9374,Fiyaz,Pandey!@#,Unknown,DUPLICATE@company.com,+916219542022,ENGINEERING,Senior Manager,2205486,,nagaland,india,2026-08-24,,-1,,3,5.85,2021-11-26
4716,Chameli,PAL,M,DUPLICATE@company.com,+919572642657,  Sales,,-44398,,goa,IND,31-13-2023,On Leave,,21.3,,29.27,11/06/2021
7520,robert,  Krish  ,female,  robert@company.com  ,+1-627-4621,OPERATIONS,Intern,0,,west bengal,India ,2008-03-14,On Leave,-1,15.2,2,,2099-01-01
3481,Unnati,Ahluwalia!@#,,  unnati@company.com  ,+1-260-1690,  Data,Intern,1452756,Berhampore,punjab,INDIA,2022/05/10,On Leave,NULL,1.4,7,20.3,2099-01-01
7397,jonathan,Subramanian,Unknown,jonathan.subramanian@company.co.in,+1-960-1362,PRODUCT,Lead,0,,Andhra Pradesh,INDIA,31-13-2023,Terminated,-1,6.4,7,17.29,
10840,Shivani!@#,Gaba,male,shivani.gaba@company.co.in,+91 9513073375,data,Manager,0,RAMGARH,Bihar,IN,01-01-1900,ACTIVE,8922,24.9,1,22.78,
10601,kala,  Vig  ,OTHER,kala.vig@company.com,+1-928-8750,SALES,,2331711,,Punjab,India,,Terminated,-1,1.0,3,13.45,2025-03-06
5931,Samaksh!@#,Lalla!@#,male,samaksh_lalla@company,+919819844750,DATA,Senior Analyst,0,UDUPI,,Bharat,2026-10-05,INACTIVE,,16.9,5,105,17/07/2022
3814,Ekalinga,  Kala  ,OTHER,  ekalinga@company.com  ,,,VP,1981313,Ozhukarai,Chhattisgarh,India,31-13-2023,active,-1,9.0,3,4.16,2099-01-01
4667,  Pushti  ,Sahni,male,,123456,sales,,999999999,Nanded,,India,31-13-2023,Inactive,99999999,11.1,2,4.09,02/10/2022
6899,  Rachit  ,  Sood  ,M,not-an-email,123456,FINANCE,,999999999,,tamil nadu,INDIA,2001-10-25,Inactive,-1,11.0,4,19.65,21/05/2025
8310,Harini,Borde,M,DUPLICATE@company.com,+918462913979,operations,Senior Manager123,0,,,india,,Terminated,-1,20.7,2,29.16,14/05/2026
6038,  Andrew  ,HAYER,Unknown,,XXXXXXXXXX,FINANCE,Consultant,999999999,Mangalore,,IND,2026-07-03,INACTIVE,NULL,20.1,7,29.03,17/12/2025
5163,  Matthew  ,Parmar,female,DUPLICATE@company.com,+918427856356,Operations,ANALYST,2043826,,west bengal,IND,2010-02-11,Terminated,99999999,15.7,5,22.57,2099-01-01
5357,nandini,  Nigam  ,Unknown,nandini.nigam@company.com,+917371188727,,Manager,0,Aurangabad,,INDIA,,On Leave,-1,19.1,4,9.83,
4484,AYUSHMAN,BANERJEE,Male,ayushman.banerjee@company.co.in,9894734606,it,,1171739,Gaya,haryana,india,2026-09-14,active,NULL,2.5,2,27.08,23/06/2023
3444,  Daniel  ,  Purohit  ,Female,,+917507550341,Marketing,Intern123,1899400,,Manipur,IN,31-13-2023,active,-1,16.6,1,24.35,
6177,  Anjali  ,  Khurana  ,F,anjali.khurana@company.com,,HR,VP,-24958,,,,2026-08-23,ACTIVE,99999999,11.8,NULL,7.69,2023-05-29
6496,  Indira  ,  Chokshi  ,OTHER,Indira@,+918258361941,SALES,,0,GUNTUR,,INDIA,2012-07-27,active,-1,22.6,4,6.76,
4209,watika,Kala!@#,Male,,XXXXXXXXXX,HR,Consultant,365092,MEHSANA,,Bharat,,Active,NULL,,,22.03,20/06/2025
3770,xalak,SHANKER,male,Xalak@,+91 6077923916,  Data,Lead,999999999,Bally,kerala,,2026-12-12,active,10695,18.7,2,4.91,2023-04-28
5046,ekbal,madan,M,ekbal.madan@company.co.in,+919074218332,OPERATIONS,,0,BIDHANNAGAR,rajasthan,india,2026-10-25,Active,,24.4,4,11.94,
2512,Michael,rana,male,Michael@,+91 7429841045,ENGINEERING,,2834056,Rourkela,madhya pradesh,India ,,ACTIVE,NULL,,9,13.43,26/04/2024
2619,Omaja,Tara!@#,MALE,  omaja@company.com  ,,LEGAL,Director,2992485,,Andhra Pradesh,IND,2026-06-28,,4076,19.2,4,26.95,2099-01-01
2386,kalpit,Kota,M,,+1-784-9932,,Lead123,-36644,SURENDRANAGAR DUDHREJ,Madhya Pradesh,INDIA,2027-01-07,On Leave,,4.1,3,105,
3240,radha,manne,female,radha.manne@company.com,,hr,Consultant,-19212,,,india,2027-03-29,ACTIVE,-1,2.1,NULL,27.83,2023-06-17
5856,  Oni  ,,OTHER,not-an-email,123456,,,1734477,CHANDRAPUR,Assam,IND,2022/05/10,active,99999999,17.7,1,20.92,2099-01-01
5327,Baghyawati,Karan,M,  baghyawati@company.com  ,123456,HR,Analyst,318784,Malda,uttarakhand,,,ACTIVE,-1,18.6,5,14.47,16/12/2021
4339,Pranav!@#,BHASIN,Unknown,pranav.bhasin@company.co.in,+917967414786,Sales,MANAGER,,NELLORE,,India,01-01-1900,Active,NULL,2.4,4,22.2,19/10/2023
7474,Baghyawati,,MALE,,+1-682-7591,Marketing,DIRECTOR,999999999,,,IND,2004-06-14,INACTIVE,NULL,3.6,1,13.37,
6099,lakshmi,  Sarraf  ,M,,123456,,ASSOCIATE,,Aizawl,odisha,india,2026-12-03,INACTIVE,99999999,7.4,NULL,26.05,2099-01-01
1172,  Hitesh  ,Gaba,OTHER,Hitesh@,,IT,Consultant,-49048,,,  india  ,31-13-2023,INACTIVE,NULL,10.9,3,20.04,2022-06-27
2526,  Girik  ,SATHE,Male,DUPLICATE@company.com,+919143767348,finance,CONSULTANT,-19561,Hubli–Dharwad,mizoram,,31-13-2023,Inactive,3132,17.9,1,0.77,07/12/2024
9321,  Sanaya  ,patel,Female,  sanaya@company.com  ,XXXXXXXXXX,Engineering,Director123,999999999,,rajasthan,INDIA,31-13-2023,Terminated,6662,5.2,7,-5,16/11/2024
6848,EKANTA,SAINI,female,Ekanta@,+91 8318780032,Engineering,Intern,0,Malegaon,,INDIA,2004-04-28,Active,7438,6.6,3,13.73,25/10/2021
2650,  Chakradhar  ,SANDAL,Male,DUPLICATE@company.com,+91 6859286678,,ANALYST,,,,,31-13-2023,Active,99999999,23.8,9,5.6,2022-01-19
4150,tanmayi,SIDHU,Male,Tanmayi@,123456,data,Associate,407962,Firozabad,telangana,,01-01-1900,Inactive,,3.2,3,6.91,
4853,Sneha,  Panchal  ,MALE,not-an-email,123456,product,Consultant,,Kumbakonam,,IND,2022/05/10,INACTIVE,NULL,22.5,,10.06,2022-01-22
9191,aashi,Doctor!@#,M,,+1-853-7980,,ANALYST,1916542,Shahjahanpur,,India,2027-05-19,ACTIVE,99999999,23.8,5.0,19.22,
9723,ANITA,Naidu!@#,MALE,not-an-email,+1-284-5078,,Senior Analyst,1924768,,Meghalaya,INDIA,01-01-1900,Inactive,-1,21.5,3,22.27,21/08/2023
2958,VYANJANA,TARA,Unknown,,,ENGINEERING,Consultant123,1940309,RAJKOT,,IND,2026-09-13,active,-1,10.5,9,23.28,03/11/2025
2135,Rushil,RAJA,female,rushil.raja@company.com,+91 8915323732,,ASSOCIATE,999999999,Nagpur,,Bharat,31-13-2023,ACTIVE,99999999,,5.0,10.63,2099-01-01
7329,anmol,Gandhi,MALE,anmol.gandhi@company.com,123456,  Finance,Manager,2550663,,goa,IN,2026-06-07,On Leave,-1,10.4,NULL,11.15,2099-01-01
8734,BHAVINI,THAKER,male,Bhavini@,+919168872118,Data,,1043914,,West Bengal,india,,INACTIVE,,19.2,5.0,9.99,2024-06-04
9934,Dev!@#,  Chacko  ,F,  dev@company.com  ,123456,,,1146995,TUMKUR,Maharashtra,india,,Active,,13.9,NULL,10.8,2024-01-19
7668,ANAY,sule,male,anay_sule@company,+1-109-1402,engineering,Senior Analyst123,1782883,,Maharashtra,INDIA,2022/05/10,ACTIVE,NULL,,5,24.07,2024-11-06
7328,Ekaja!@#,Apte!@#,M,not-an-email,+1-577-8273,Operations,Senior Manager,,,Nagaland,india,,ACTIVE,NULL,7.2,4,26.76,2099-01-01
4345,Andrew,  Devi  ,MALE,Andrew@,XXXXXXXXXX,DATA,Manager,1278440,,himachal pradesh,India ,01-01-1900,ACTIVE,NULL,17.7,4,11.49,
1992,Aadhya,  Ravel  ,F,DUPLICATE@company.com,9851065295,IT,SENIOR MANAGER,1369242,Chandigarh,,INDIA,2022/05/10,active,,16.1,5,,30/12/2023
3967,Zayyan!@#,JHA,Unknown,zayyan.jha@company.co.in,+1-120-7194,finance,VP123,-45412,MORADABAD,,,,On Leave,,24.4,,3.34,2099-01-01
8511,bahadurjit,Samra,OTHER,Bahadurjit@,+1-864-5157,  Operations,Analyst,1534020,RANCHI,,India,01-01-1900,INACTIVE,,7.5,3,10.1,
4463,Krish,AURORA,MALE,krish.aurora@company.com,+1-822-9632,  Finance,VP123,560528,ULUBERIA,tamil nadu,IND,31-13-2023,active,,5.0,5.0,13.99,
